Number,Timestamp,Latitude,Longitude,Country,Windspeed,Pressure
1,15-Aug-1860 00:00:00,32,282.4,N/A,58,NaN
1,15-Aug-1860 06:00:00,32.3,283.4,N/A,58,NaN
1,15-Aug-1860 12:00:00,32.5,284.4,N/A,58,NaN
1,15-Aug-1860 18:00:00,32.7,285.4,N/A,58,NaN
1,16-Aug-1860 00:00:00,33,286.5,N/A,58,NaN
1,16-Aug-1860 06:00:00,33.3,288,N/A,58,NaN
2,24-Aug-1860 00:00:00,28.2,282.9,N/A,69,NaN
2,24-Aug-1860 06:00:00,29.2,283.5,N/A,69,NaN
2,24-Aug-1860 12:00:00,30.2,284.1,N/A,81,NaN
2,24-Aug-1860 18:00:00,31.5,284.7,N/A,81,NaN
2,25-Aug-1860 00:00:00,33,285.5,N/A,92,NaN
2,25-Aug-1860 06:00:00,34.4,286.5,N/A,92,NaN
2,25-Aug-1860 12:00:00,35.8,287.9,N/A,104,NaN
2,25-Aug-1860 18:00:00,37.2,289,N/A,104,NaN
2,26-Aug-1860 00:00:00,38.5,290.1,N/A,92,NaN
2,26-Aug-1860 06:00:00,39.8,291.1,N/A,92,NaN
2,26-Aug-1860 12:00:00,41,292,N/A,81,NaN
2,26-Aug-1860 18:00:00,42,292.9,N/A,81,NaN
4,11-Sep-1860 00:00:00,25.1,276.2,N/A,104,NaN
4,11-Sep-1860 06:00:00,25.2,275.9,N/A,104,NaN
3,11-Sep-1860 12:00:00,40,309.5,N/A,81,NaN
4,11-Sep-1860 12:00:00,25.2,275.5,N/A,104,NaN
4,11-Sep-1860 18:00:00,25.2,275.2,N/A,104,NaN
4,12-Sep-1860 00:00:00,25.2,274.8,N/A,104,NaN
4,12-Sep-1860 06:00:00,25.3,274.4,N/A,104,NaN
4,12-Sep-1860 12:00:00,25.4,274,N/A,104,NaN
4,12-Sep-1860 18:00:00,25.5,273.4,N/A,104,NaN
4,13-Sep-1860 00:00:00,25.6,272.9,N/A,104,NaN
4,13-Sep-1860 06:00:00,25.7,272.4,N/A,104,NaN
4,13-Sep-1860 12:00:00,25.9,271.9,N/A,104,NaN
4,13-Sep-1860 18:00:00,26.2,271.4,N/A,104,NaN
4,14-Sep-1860 00:00:00,26.7,270.7,N/A,104,NaN
4,14-Sep-1860 06:00:00,27.2,270.4,N/A,104,NaN
4,14-Sep-1860 12:00:00,27.7,270.2,N/A,104,NaN
4,14-Sep-1860 18:00:00,28.3,270.2,N/A,104,NaN
4,15-Sep-1860 00:00:00,28.9,270.3,N/A,104,NaN
4,15-Sep-1860 06:00:00,29.5,270.4,N/A,104,NaN
4,15-Sep-1860 12:00:00,30.1,270.6,N/A,104,NaN
4,15-Sep-1860 18:00:00,30.8,270.9,United States,81,NaN
4,16-Sep-1860 00:00:00,31.8,271.4,United States,58,NaN
4,16-Sep-1860 06:00:00,33,272,United States,46,NaN
5,18-Sep-1860 00:00:00,22.2,293.9,N/A,46,NaN
5,18-Sep-1860 06:00:00,22.7,293.2,N/A,46,NaN
5,18-Sep-1860 12:00:00,23.2,292.5,N/A,46,NaN
5,18-Sep-1860 18:00:00,23.7,291.9,N/A,46,NaN
5,19-Sep-1860 00:00:00,24.2,291.2,N/A,58,NaN
5,19-Sep-1860 06:00:00,25.1,290.6,N/A,58,NaN
5,19-Sep-1860 12:00:00,26,290,N/A,69,NaN
5,19-Sep-1860 18:00:00,26.9,289.7,N/A,69,NaN
5,20-Sep-1860 00:00:00,28.2,289.4,N/A,69,NaN
5,20-Sep-1860 06:00:00,29.6,289.2,N/A,69,NaN
5,20-Sep-1860 12:00:00,31,289,N/A,69,NaN
5,20-Sep-1860 18:00:00,32.5,289,N/A,69,NaN
5,21-Sep-1860 00:00:00,34.3,289.4,N/A,69,NaN
5,21-Sep-1860 06:00:00,36,290,N/A,69,NaN
5,21-Sep-1860 12:00:00,37.5,290.7,N/A,69,NaN
5,21-Sep-1860 18:00:00,39,291.5,N/A,69,NaN
6,30-Sep-1860 00:00:00,22.4,269,N/A,58,NaN
6,30-Sep-1860 06:00:00,22.6,268.9,N/A,58,NaN
6,30-Sep-1860 12:00:00,23,268.7,N/A,69,NaN
6,30-Sep-1860 18:00:00,23.4,268.5,N/A,69,NaN
6,01-Oct-1860 00:00:00,23.7,268.4,N/A,81,NaN
6,01-Oct-1860 06:00:00,24.4,268.1,N/A,81,NaN
6,01-Oct-1860 12:00:00,25.1,268,N/A,92,NaN
6,01-Oct-1860 18:00:00,26,267.9,N/A,92,NaN
6,02-Oct-1860 00:00:00,26.8,268,N/A,92,NaN
6,02-Oct-1860 06:00:00,27.6,268.1,N/A,104,NaN
6,02-Oct-1860 12:00:00,28.5,268.4,N/A,104,NaN
6,02-Oct-1860 18:00:00,29.7,268.6,United States,104,NaN
6,03-Oct-1860 00:00:00,31.2,269.1,United States,69,NaN
6,03-Oct-1860 06:00:00,32.3,269.5,United States,58,NaN
6,03-Oct-1860 12:00:00,33.5,270,United States,46,NaN
6,03-Oct-1860 18:00:00,34.7,270.9,United States,46,NaN
7,20-Oct-1860 00:00:00,23.5,289.4,N/A,81,NaN
7,20-Oct-1860 06:00:00,23.7,288.9,N/A,81,NaN
7,20-Oct-1860 12:00:00,24,288.4,N/A,81,NaN
7,20-Oct-1860 18:00:00,24.2,288,N/A,81,NaN
7,21-Oct-1860 00:00:00,24.5,287.7,N/A,81,NaN
7,21-Oct-1860 06:00:00,24.7,287.4,N/A,81,NaN
7,21-Oct-1860 12:00:00,25.2,287,N/A,92,NaN
7,21-Oct-1860 18:00:00,25.7,286.9,N/A,92,NaN
7,22-Oct-1860 00:00:00,26.3,286.6,N/A,92,NaN
7,22-Oct-1860 06:00:00,27.1,286.4,N/A,92,NaN
7,22-Oct-1860 12:00:00,28.1,286.2,N/A,92,NaN
7,22-Oct-1860 18:00:00,29.3,286.5,N/A,92,NaN
7,23-Oct-1860 00:00:00,30.8,287.1,N/A,104,NaN
7,23-Oct-1860 06:00:00,32.5,288.1,N/A,104,NaN
7,23-Oct-1860 12:00:00,34.5,289.7,N/A,92,NaN
7,23-Oct-1860 18:00:00,37,292,N/A,92,NaN
7,24-Oct-1860 00:00:00,39.5,294.5,N/A,81,NaN
7,24-Oct-1860 06:00:00,41.5,297.5,N/A,81,NaN
1,06-Jul-1861 00:00:00,15.1,301.5,N/A,58,NaN
1,06-Jul-1861 06:00:00,15.5,300.7,N/A,58,NaN
1,06-Jul-1861 12:00:00,15.8,299.9,N/A,58,NaN
1,06-Jul-1861 18:00:00,16.2,299.1,N/A,58,NaN
1,07-Jul-1861 00:00:00,16.7,298.4,N/A,58,NaN
1,07-Jul-1861 06:00:00,17.4,297.6,N/A,58,NaN
1,07-Jul-1861 12:00:00,18,296.9,N/A,58,NaN
1,07-Jul-1861 18:00:00,18.6,296.2,N/A,58,NaN
1,08-Jul-1861 00:00:00,19.4,295.4,N/A,58,NaN
1,08-Jul-1861 06:00:00,20.2,294.5,N/A,58,NaN
1,08-Jul-1861 12:00:00,21.2,293.9,N/A,58,NaN
1,08-Jul-1861 18:00:00,22.1,293.4,N/A,58,NaN
1,09-Jul-1861 00:00:00,23.1,292.6,N/A,69,NaN
1,09-Jul-1861 06:00:00,24,292.1,N/A,69,NaN
1,09-Jul-1861 12:00:00,25,291.6,N/A,81,NaN
1,09-Jul-1861 18:00:00,26,291.1,N/A,81,NaN
1,10-Jul-1861 00:00:00,26.9,290.7,N/A,92,NaN
1,10-Jul-1861 06:00:00,27.8,290.4,N/A,92,NaN
1,10-Jul-1861 12:00:00,28.7,290,N/A,104,NaN
1,10-Jul-1861 18:00:00,29.5,289.9,N/A,104,NaN
1,11-Jul-1861 00:00:00,30.1,289.9,N/A,104,NaN
1,11-Jul-1861 06:00:00,30.7,289.9,N/A,104,NaN
1,11-Jul-1861 12:00:00,31.4,290,N/A,92,NaN
1,11-Jul-1861 18:00:00,32.5,290.4,N/A,92,NaN
1,12-Jul-1861 00:00:00,33.9,290.7,N/A,92,NaN
1,12-Jul-1861 06:00:00,35,291.2,N/A,92,NaN
1,12-Jul-1861 12:00:00,36,292,N/A,81,NaN
1,12-Jul-1861 18:00:00,37,293,N/A,81,NaN
2,13-Aug-1861 12:00:00,20.5,290,N/A,46,NaN
2,13-Aug-1861 18:00:00,21,288.5,N/A,46,NaN
2,14-Aug-1861 00:00:00,21.5,287,Bahamas,58,NaN
2,14-Aug-1861 06:00:00,22,285.5,N/A,69,NaN
2,14-Aug-1861 12:00:00,22.5,284,N/A,81,NaN
2,14-Aug-1861 18:00:00,22.9,282.6,N/A,81,NaN
2,15-Aug-1861 00:00:00,23.2,281.3,N/A,92,NaN
2,15-Aug-1861 06:00:00,23.5,280.1,N/A,92,NaN
2,15-Aug-1861 12:00:00,23.7,279.2,N/A,92,NaN
2,15-Aug-1861 18:00:00,23.9,278.5,N/A,92,NaN
2,16-Aug-1861 00:00:00,24.2,278,N/A,92,NaN
2,16-Aug-1861 06:00:00,24.6,277.5,N/A,92,NaN
2,16-Aug-1861 12:00:00,25,277,N/A,81,NaN
2,16-Aug-1861 18:00:00,25.4,276.5,N/A,81,NaN
2,17-Aug-1861 00:00:00,25.8,276,N/A,69,NaN
2,17-Aug-1861 06:00:00,26.2,275.5,N/A,69,NaN
2,17-Aug-1861 12:00:00,26.6,275,N/A,58,NaN
2,17-Aug-1861 18:00:00,27,274.4,N/A,58,NaN
3,25-Aug-1861 00:00:00,34.4,298,N/A,92,NaN
3,25-Aug-1861 06:00:00,35,298.2,N/A,92,NaN
3,25-Aug-1861 12:00:00,35.5,298.4,N/A,92,NaN
3,25-Aug-1861 18:00:00,36.2,298.8,N/A,92,NaN
3,26-Aug-1861 00:00:00,36.8,299.4,N/A,92,NaN
3,26-Aug-1861 06:00:00,37.4,300.1,N/A,92,NaN
3,26-Aug-1861 12:00:00,38,301,N/A,92,NaN
3,26-Aug-1861 18:00:00,38.5,302,N/A,92,NaN
3,27-Aug-1861 00:00:00,39,303,N/A,92,NaN
3,27-Aug-1861 06:00:00,39.7,304.2,N/A,92,NaN
3,27-Aug-1861 12:00:00,40.3,305.7,N/A,92,NaN
3,27-Aug-1861 18:00:00,40.8,307.5,N/A,92,NaN
3,28-Aug-1861 00:00:00,41.3,309.1,N/A,92,NaN
3,28-Aug-1861 06:00:00,41.7,310.7,N/A,92,NaN
3,28-Aug-1861 12:00:00,42,312.2,N/A,92,NaN
3,28-Aug-1861 18:00:00,42.3,313.7,N/A,92,NaN
3,29-Aug-1861 00:00:00,42.5,315.3,N/A,104,NaN
3,29-Aug-1861 06:00:00,43,316.7,N/A,104,NaN
3,29-Aug-1861 12:00:00,43.5,318.2,N/A,104,NaN
3,29-Aug-1861 18:00:00,44.3,320.1,N/A,104,NaN
3,30-Aug-1861 00:00:00,45.4,322,N/A,104,NaN
3,30-Aug-1861 06:00:00,46.5,323.7,N/A,104,NaN
3,30-Aug-1861 12:00:00,47.7,325.2,N/A,104,NaN
3,30-Aug-1861 18:00:00,49,327.3,N/A,104,NaN
4,17-Sep-1861 12:00:00,28.5,310,N/A,81,NaN
5,27-Sep-1861 06:00:00,28.5,282.5,N/A,81,NaN
5,27-Sep-1861 12:00:00,31.7,282,N/A,81,NaN
5,27-Sep-1861 18:00:00,35.2,282.9,United States,69,NaN
5,28-Sep-1861 00:00:00,39,284.9,N/A,69,NaN
5,28-Sep-1861 06:00:00,42,287.4,United States,58,NaN
5,28-Sep-1861 12:00:00,45,292.5,United States,58,NaN
6,06-Oct-1861 00:00:00,20,314,N/A,69,NaN
6,06-Oct-1861 06:00:00,21,313,N/A,69,NaN
6,06-Oct-1861 12:00:00,22,312,N/A,69,NaN
6,06-Oct-1861 18:00:00,23,311,N/A,69,NaN
6,07-Oct-1861 00:00:00,24,310,N/A,69,NaN
6,07-Oct-1861 06:00:00,25,309,N/A,69,NaN
6,07-Oct-1861 12:00:00,26,308,N/A,69,NaN
