playerID,name,pos,height,weight,GP,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade
jonesda01,Damon Jones,G,75,185,656,13418,4299,118,962,1080,1796,257,22,552,690,3708,1510,479,347,2396,932
jonesed02,Eddie Jones,F-G,78,190,907,31855,13979,743,2982,3725,2743,1594,572,1478,2411,11106,4866,3380,2735,4031,1512
jonesfr01,Frederick Jones,G,74,210,430,10307,3206,157,801,958,990,336,115,511,831,2651,1090,841,680,979,346
jonesju01,Jumaine Jones,F-C,80,218,471,9780,3325,552,1435,1987,408,307,144,388,870,3052,1294,443,312,1218,425
jonespo01,Ronald Jones,F,80,243,535,12579,3726,1623,2358,3981,696,300,161,603,1501,3523,1574,736,553,89,25
jordare01,Reginald Jordan,G,76,190,186,1662,500,180,163,343,190,92,31,104,201,420,182,229,134,6,2
kamanch01,Christopher Kaman,C,84,255,493,14656,5813,1091,3016,4107,635,238,707,1122,1473,4871,2374,1443,1065,16,0
kaponja01,Jason Kapono,F,80,213,482,8807,3344,162,667,829,406,177,25,321,757,2970,1315,318,265,1027,449
keefead01,Adam Keefe,F,81,230,617,10334,3107,999,1557,2556,427,307,173,545,1114,2230,1120,1213,866,14,1
kempsh01,Shawn Kemp,F-C,82,230,970,28175,14822,2880,5608,8488,1678,1138,1209,2659,3622,10854,5302,5646,4187,107,31
kerrst01,Stephen Kerr,G,75,175,806,14386,4863,171,774,945,1386,424,39,424,776,3785,1830,644,558,1438,645
kerseje01,Jerome Kersey,F,79,215,678,15405,5515,1189,2179,3368,1120,798,449,783,1889,5144,2251,1432,968,200,45
khryavi01,Viktor Khryapa,F,81,210,143,2351,643,168,324,492,142,86,48,139,353,567,251,193,127,48,14
kimblbo01,Gregory Kimble,G-F,76,190,105,1336,574,58,104,162,98,41,14,98,205,562,217,158,115,86,25
kingal01,Albert King,F-G,78,190,6,59,31,1,10,11,5,3,0,2,7,30,11,8,7,7,2
kinseta01,Tarence Kinsey,G,78,189,109,1337,511,42,105,147,53,68,1,71,102,411,186,142,116,71,23
kitegr01,Gregory Kite,C,83,250,258,4730,754,445,830,1275,118,70,162,221,719,689,314,247,126,2,0
kittlke01,Kerry Kittles,G,77,179,507,16929,7165,513,1470,1983,1295,811,221,621,893,6337,2779,1171,913,1838,694
knighbr01,Brevin Knight,G,70,170,729,18172,5342,282,1503,1785,4481,1229,87,1367,1857,4897,2019,1632,1288,119,16
kofoeba01,Bart Kofoed,G-F,76,210,56,301,86,8,22,30,65,4,3,25,31,69,28,46,29,8,1
koncajo01,Jon Koncak,C-F,84,250,443,9449,1553,432,1452,1884,601,325,458,261,1335,1603,695,250,144,76,19
koufoko01,Kostantine Koufos,C,84,265,134,1173,437,123,190,313,33,24,60,72,155,382,184,109,69,2,0
krystla01,Larry Krystkowiak,F-C,81,220,206,4190,1486,264,631,895,246,121,31,232,510,1307,591,387,304,7,0
kukocto01,Toni Kukoc,G-F,82,192,846,22212,9810,1016,2539,3555,3119,817,290,1544,1465,8127,3633,2487,1813,2184,731
laettch01,Christian Laettner,F-C,83,235,868,25764,11121,1621,4185,5806,2224,917,675,1932,2768,8405,4036,3604,2957,353,92
laneje01,Jerome Lane,F,78,230,97,1709,559,336,361,697,157,65,18,126,252,561,243,188,72,4,1
langan02,Antonio Lang,F-G,80,205,143,1395,329,80,130,210,50,55,46,88,207,266,121,121,87,8,0
langhda01,Daniel Langhi,F,83,220,133,1252,393,54,145,199,39,30,12,35,106,440,172,62,38,38,11
lawac01,Acie Law,G,75,195,188,2385,725,33,162,195,309,83,4,145,193,637,263,221,172,115,27
lawsoty01,Tywon Lawson,G,71,195,145,3419,1475,109,224,333,580,128,6,219,222,1078,547,365,278,254,103
leckner01,Eric Leckner,C-F,83,265,297,3905,1185,266,761,1027,176,61,95,254,683,961,468,389,249,5,0
leeda02,David Lee,F,81,249,441,13693,5978,1247,2995,4242,944,372,165,749,1217,4434,2422,1460,1133,16,1
lenarvo01,Voshon Lenard,G,76,205,565,15350,6745,347,1262,1609,1180,424,131,748,1212,5892,2444,1171,921,2437,936
